ID,Average Rating,Latitude,Longitude,Person Capacity,Price
32901476,4.58,42.37088,-71.09895,2,$60
33337073,4.69,42.37086,-71.07704,8,$110
52388294,,42.36975,-71.08981,1,$47
14142611,4.74,42.36995,-71.08231,1,$81
3506058,4.75,42.36965,-71.09932,2,$63
8129338,4.84,42.36958,-71.08429,1,$80
32900803,4.6,42.37018,-71.0993,4,$60
42116124,,42.36916,-71.09616,2,$43
3510127,4.8,42.36904,-71.09937,1,$70
4169494,4.85,42.35344,-71.20676,1,$55
21511750,4.9,42.36854,-71.17459,2,$99
39249720,4.83,42.36206,-71.1799,2,$44
17544249,4.82,42.36336,-71.18708,2,$54
13557868,4.76,42.37084,-71.1654,2,$63
5999756,4.89,42.36155,-71.1872,3,$68
2147504,4.91,42.3737,-71.17399,2,$56
20582167,4.93,42.37119,-71.18183,4,$106
13733745,4.73,42.37303,-71.16532,1,$58
22581254,,42.35718,-71.1568,1,$55
26351263,4.94,42.35207,-71.20662,4,$88
18614633,4.92,42.37087,-71.18356,2,$85
32355349,4.6,42.36577,-71.17973,2,$45
53530714,,42.35385,-71.1986,2,$64
3446460,4.73,42.36701,-71.19325,1,$55
53203873,,42.35753,-71.16012,1,$45
14026821,4.92,42.36658,-71.18325,6,$178
14370183,4.75,42.35652,-71.21009,2,$53
20917610,4.97,42.37223,-71.16115,3,$109
19120011,4.99,42.37185,-71.16307,3,$71
53195225,5.0,42.356388,-71.159355,1,$45
53706290,4.5,42.37039,-71.20203,3,$120
23528849,5.0,42.35618,-71.15855,1,$50
43755013,4.75,42.37318,-71.16569,3,$135
42365283,,42.3664,-71.17818,2,$65
51876132,4.75,42.36416,-71.18822,4,$86
12083522,4.97,42.35174,-71.18043,2,$112
54192592,,42.36575659740274,-71.17876766771917,2,$152
18910496,4.49,42.35229,-71.1885,3,$85
50744430,,42.35673,-71.16808,2,$59
23608717,4.63,42.36949,-71.16179,2,$55
1815326,4.76,42.3569,-71.1624,2,$99
22886713,4.77,42.35971,-71.14282,2,$77
51654389,,42.35947,-71.14185,1,$35
51329497,4.86,42.35297,-71.13949,2,$92
8222802,4.73,42.3733,-71.15056,4,$150
5966477,4.76,42.36387,-71.19303,6,$96
18875451,4.74,42.35418,-71.16776,2,$85
33907224,4.06,42.3643,-71.18181,2,$60
5984367,4.98,42.36907,-71.18512,4,$85
29082416,4.96,42.36203,-71.14292,1,$86
33253369,,42.35728,-71.15697,1,$50
28643134,,42.35585,-71.15868,1,$55
54158791,,42.36576,-71.17883,3,$167
18199963,4.71,42.35395,-71.16776,2,$85
38849678,4.54,42.3533,-71.15811,4,$115
14272680,4.77,42.35539,-71.20818,1,$42
6013558,4.98,42.35611,-71.1781,4,$155
49484066,4.95,42.35308,-71.16926,2,$99
42648691,,42.36271,-71.20734,2,$122
2862098,4.88,42.36766,-71.18905,5,$110
40372895,4.75,42.36682,-71.21623,4,$190
25981556,,42.37134,-71.19858,2,$90
18360834,4.58,42.37061,-71.1892,1,$150
50777971,,42.371,-71.18754,9,$200
45655112,,42.36495,-71.17801,2,$164
45936130,,42.36495,-71.17801,3,$181
45438806,,42.36495,-71.17801,2,$166
25981400,,42.37304,-71.20025,2,$99
54048885,,42.36607,-71.17861,5,$222
46463358,,42.36495,-71.17801,5,$203
52508294,,42.3658,-71.17896,3,$175
51087031,,42.36555,-71.17894,3,$176
51305045,,42.36398,-71.1789,3,$185
3616561,,42.36472,-71.18112,1,$150
8810967,4.86,42.36755,-71.16078,2,$105
3519954,4.84,42.37389,-71.1513,2,$65
23445914,4.88,42.36757,-71.15548,1,$53
3475883,4.92,42.37387,-71.15083,1,$65
1854010,4.93,42.37205,-71.16974,4,$160
1459400,4.92,42.37319,-71.15182,2,$83
38603562,4.93,42.36785,-71.15286,5,$178
36345287,4.91,42.36564,-71.16456,4,$168
2998559,4.91,42.37411,-71.16755,1,$55
33291697,,42.3733,-71.16493,1,$67
20608527,4.69,42.36543,-71.17773,6,$169
40805478,4.54,42.36871,-71.15527,1,$58
2480744,4.75,42.37233,-71.17394,2,$80
23446385,4.93,42.36921,-71.1565,1,$76
2206750,4.97,42.3724,-71.17448,3,$170
3510591,5.0,42.36923,-71.16061,2,$100
27798045,4.57,42.36352,-71.17719,5,$149
24138371,4.83,42.36496,-71.17718,4,$169
18837200,4.57,42.36559,-71.17744,4,$129
9698564,4.4,42.37305,-71.1635,1,$55
16260472,,42.37083,-71.17318,2,$57
52087644,4.88,42.36903,-71.15366,16,$503
37364705,4.5,42.36504,-71.16251,2,$100
35914308,4.5,42.36441,-71.17731,6,$189
51087116,,42.36588,-71.17728,5,$207
39870295,,42.36485,-71.1717,2,$50
51087032,,42.36379,-71.17711,3,$180
28988848,4.78,42.35526,-71.21047,2,$49
28058442,4.9,42.35843,-71.1882,1,$50
22893610,,42.3564,-71.19892,1,$43
9405727,4.3,42.3561,-71.19855,2,$50
52277687,5.0,42.35913,-71.20773,4,$171
50190278,,42.35948,-71.1829,1,$45
50825483,4.65,42.35241,-71.18849,8,$139
28490413,4.86,42.35667,-71.18963,2,$82
31164998,4.5,42.35954,-71.18849,2,$68
50831290,5.0,42.35914,-71.18152,1,$60
51508286,,42.35597,-71.20043,1,$50
42583561,5.0,42.36017,-71.19262,2,$80
53012537,,42.35288,-71.21043,2,$37
53012739,,42.35276,-71.21042,2,$45
31164658,4.2,42.35932,-71.18781,2,$75
54033412,,42.35753,-71.18514,1,$41
12126082,4.85,42.35558,-71.20994,1,$44
1324321,4.79,42.35371,-71.20903,1,$40
22863348,4.29,42.35851,-71.20003,2,$50
46380521,,42.35966,-71.18128,1,$45
53012291,,42.3512,-71.21027,2,$40
29853393,4.67,42.35722,-71.18991,2,$102
51310883,4.57,42.35688,-71.18015,8,$199
52927586,,42.35255,-71.21186,2,$37
9595238,4.84,42.35831,-71.19975,1,$52
51961163,4.88,42.35735,-71.18242,8,$225
16644111,4.8,42.35129,-71.18599,8,$654
39988336,,42.35908,-71.18177,1,$45
27964793,4.57,42.35342,-71.186,16,"$1,546"
3944677,4.9,42.36137,-71.19058,1,"$1,010"
50190958,,42.3593,-71.183,1,$55
24181636,4.67,42.35119,-71.1879,9,"$1,025"
46855848,,42.3527,-71.18336,6,$295
48598009,,42.35264,-71.20826,2,$186
48598067,,42.351696,-71.20784,2,$215
19968269,,42.35396,-71.21105,4,$140
3075854,4.82,42.35179,-71.18768,15,$350
3168,,42.35148,-71.19319,2,$99
9810939,,42.35788,-71.17951,2,"$4,400"
18876533,4.96,42.35457,-71.16684,2,$85
21648941,,42.3559,-71.14571,2,$48
42748117,,42.35348,-71.16978,2,$55
50305309,,42.35369,-71.14401,1,$39
36636807,5.0,42.35723,-71.16381,2,$79
9114896,4.68,42.35475,-71.15875,4,$80
53301307,5.0,42.35209,-71.14723,4,$205
53050772,,42.36234,-71.14451,3,$55
21596829,4.64,42.35532,-71.16481,4,$189
53050450,4.5,42.36011,-71.14309,2,$55
53971022,,42.36113,-71.15886,4,$302
24809758,5.0,42.35583,-71.1568,1,$50
18875599,4.72,42.35401,-71.16776,2,$95
22840213,4.73,42.35972,-71.1417,2,$117
36766020,,42.35562,-71.16375,2,$79
52904633,,42.36023,-71.14478,2,$55
51562101,,42.36095,-71.1414,1,$55
35001266,4.97,42.35157,-71.14026,4,$99
20868619,4.88,42.35948,-71.14155,7,$249
49485216,4.92,42.35197,-71.17233,16,$432
51738681,,42.35285,-71.17075,1,$53
52872248,,42.35456,-71.14415,1,$69
32840924,5.0,42.35982,-71.14175,2,$65
29929936,4.94,42.35398,-71.15464,1,$75
49560492,,42.36035,-71.14397,2,$199
29536984,4.0,42.35744,-71.1529,2,$50
18875553,4.73,42.35401,-71.16776,2,$100
19473060,4.76,42.35397,-71.16775,2,$100
53050903,,42.36038,-71.14319,2,$56
53051019,3.67,42.36052,-71.14452,2,$55
29931687,4.71,42.35227,-71.15464,1,$68
52039115,,42.36041,-71.14454,3,$220
52039107,,42.3604,-71.14403,2,$205
29831173,5.0,42.35188,-71.15245,1,$86
13478868,4.83,42.35887,-71.14571,1,$41
13656969,4.43,42.36055,-71.14356,1,$40
13684319,4.88,42.36089,-71.14519,1,$40
25079212,3.33,42.36051,-71.14552,1,$41
13719227,4.8,42.36092,-71.14363,1,$40
49560487,,42.36069,-71.14388,3,$220
52039119,,42.36063,-71.14415,5,$266
15041925,4.57,42.35357,-71.1469,6,$136
4410765,4.44,42.35309,-71.14822,5,$124
48403559,,42.35465,-71.15788,1,$883
20797694,4.86,42.36455,-71.09764,1,$51
48286373,4.92,42.36457,-71.09875,1,$48
49414402,4.71,42.36866,-71.09885,4,$54
33067776,4.59,42.36132,-71.10914,4,$60
45180951,4.82,42.36066,-71.10698,2,$60
20799027,4.81,42.3649,-71.09727,1,$49
48282995,4.96,42.36482,-71.09912,1,$49
33242374,4.59,42.36023,-71.10321,4,$65
29343335,4.51,42.3685,-71.09651,2,$39
33072838,4.62,42.36087,-71.11003,4,$59
45180836,4.7,42.35595,-71.10427,4,$65
45144603,4.77,42.35743,-71.10517,4,$59
52280430,,42.36817,-71.09175,1,$39
30594732,4.24,42.36863,-71.08076,2,$45
52388630,,42.36815,-71.0918,2,$36
33245987,4.73,42.35831,-71.10457,4,$65
33072598,4.61,42.35925,-71.11125,4,$60
21405549,4.8,42.36955,-71.11178,3,$100
26957924,4.84,42.3686,-71.11414,5,$112
28489121,4.82,42.3686,-71.11414,5,$92
12432434,4.77,42.37337,-71.1123,6,$100
18791077,4.67,42.36543,-71.10481,3,$135
910408,4.8,42.37136,-71.10781,2,$100
21406277,4.74,42.36956,-71.11126,3,$123
2038283,4.82,42.37247,-71.11381,2,$114
7872594,4.84,42.37346,-71.10526,2,$114
4736800,4.85,42.3706,-71.10504,2,$135
13600523,4.7,42.37084,-71.11435,2,$98
44950341,,42.36514,-71.10774,4,$100
42975758,5.0,42.36283,-71.13054,1,$66
20074638,4.76,42.36586,-71.10985,5,$175
14536322,4.67,42.37054,-71.11269,2,$89
37931659,4.97,42.3656,-71.10883,5,$124
17024279,,42.36415,-71.10474,3,$160
2223447,4.58,42.37125,-71.11183,2,$95
52060181,4.73,42.36355,-71.13151,4,$132
36867730,4.75,42.37347,-71.11267,3,$129
3678159,4.74,42.36703,-71.11235,2,$85
22008825,,42.36424,-71.11525,2,$69
23730467,4.94,42.36738,-71.10082,4,$129
44155656,,42.36684,-71.11202,3,$195
48121941,4.4,42.37311,-71.12239,5,$119
49382833,4.67,42.36603,-71.11141,4,$123
44299616,,42.36538,-71.11286,3,$160
2244415,4.63,42.37248,-71.11488,4,$329
13147180,4.89,42.36544,-71.10104,2,$210
25036068,4.96,42.3686,-71.11414,4,$199
51981449,,42.36446,-71.11376,1,$100
49381421,,42.36935,-71.11416,2,$140
13586974,4.78,42.37009,-71.11309,2,$98
14503389,4.68,42.36937,-71.11465,2,$89
39908417,,42.36968,-71.10931,2,$185
53409278,,42.3668,-71.11313,4,$150
13971507,4.96,42.37267,-71.10078,2,$125
1054635,4.9,42.37285,-71.11263,3,$121
742574,4.58,42.36545,-71.10268,3,$160
12945618,,42.36422,-71.10295,5,$210
46819851,,42.37327,-71.12393,4,$153
49831534,,42.37331,-71.12186,2,$54
47770402,,42.3729,-71.1221,5,$170
46903645,,42.3733,-71.12223,4,$126
46344417,4.8,42.37407,-71.12396,5,$120
46244582,4.48,42.37322,-71.12368,3,$147
48335399,,42.37316,-71.12419,5,$108
46712324,4.67,42.37277,-71.12266,5,$146
13156403,4.77,42.37781,-71.14974,2,$60
4924035,5.0,42.37431,-71.15339,1,$67
13169945,4.92,42.37771,-71.15068,2,$60
26703374,4.82,42.37511,-71.15229,2,$85
44208136,5.0,42.37538,-71.15105,5,$170
37684393,,42.37703,-71.14923,2,$29
7094503,4.92,42.37283,-71.10458,1,$96
51890153,5.0,42.37012,-71.10445,3,$112
6702823,4.8,42.36858,-71.1057,1,$98
52154122,4.81,42.36862,-71.10397,1,$85
47223523,4.83,42.37043,-71.10384,3,$195
38492542,3.5,42.3733,-71.11213,2,$140
52781220,5.0,42.37025,-71.10425,2,$102
45054510,,42.37092,-71.10102,4,$110
46816839,,42.3709,-71.10104,2,$99
46172169,3.73,42.37062,-71.11427,4,$320
51625412,5.0,42.36981,-71.10594,4,$128
47874057,4.89,42.36987,-71.10615,2,$102
46831036,,42.3709,-71.10104,2,$95
52454369,4.67,42.37026,-71.10466,3,$135
3100411,4.51,42.37318,-71.11334,4,$210
1632003,4.96,42.37303,-71.10539,3,$176
46830770,,42.370998,-71.101067,4,$109
37460222,4.64,42.37163,-71.11448,1,$68
52921262,,42.36889,-71.10381,5,$165
51655441,4.78,42.36874,-71.10389,4,$126
405144,4.75,42.3691,-71.11237,4,$165
52420990,,42.37021,-71.10194,14,$459
48606573,4.85,42.36979,-71.10409,3,$115
51789602,5.0,42.36996,-71.10583,2,$102
51794432,,42.37185,-71.10079,2,$94
46831184,,42.3709,-71.10104,2,$110
51710894,,42.36996,-71.10129,2,$69
53827724,,42.3724,-71.11242,2,$120
49446208,,42.37111,-71.10929,6,$138
48506943,,42.37108,-71.11541,2,$165
22842459,,42.3739,-71.10556,7,$750
38435661,3.88,42.3719,-71.11117,3,$65
1711476,4.81,42.37301,-71.1041,2,$100
37696869,,42.37137,-71.10936,2,$189
22629543,,42.37289,-71.10916,1,$50
50385564,,42.37048,-71.11277,1,$54
26531,4.0,42.37132,-71.1142,2,$200
16572261,4.84,42.36915,-71.10089,4,$99
28667379,,42.36857,-71.11022,1,$43
37142306,,42.36976,-71.10749,4,$241
12231967,4.88,42.3707,-71.10787,6,$390
41949153,4.85,42.36399,-71.13103,8,$222
33351298,4.77,42.36417,-71.13637,2,$146
33351516,4.5,42.36417,-71.13637,4,$156
33352066,,42.36417,-71.13637,2,$196
33351519,,42.36417,-71.13637,2,$176
33351754,,42.36417,-71.13637,2,$146
33352056,,42.36417,-71.13637,4,$156
12489082,4.85,42.36238,-71.11187,2,$100
8308744,4.98,42.36307,-71.11065,2,$95
35968526,4.97,42.36136,-71.12491,2,$102
34096297,4.64,42.36138,-71.13227,4,$99
42980478,4.71,42.36091,-71.13049,1,$63
5870922,4.89,42.3605,-71.12633,2,$48
36113606,4.98,42.3607,-71.12675,2,$101
51728281,,42.36027,-71.1328,4,$46
36114933,5.0,42.36025,-71.1275,2,$102
23563670,4.92,42.35946,-71.11082,2,$140
48040052,4.87,42.36,-71.13066,2,$55
51816065,,42.35984,-71.12966,1,$33
53688867,,42.36,-71.12897,4,$180
6823017,4.65,42.35803,-71.12952,1,$68
24298372,4.89,42.35962,-71.11151,2,$80
48028412,4.76,42.35951,-71.13123,2,$60
2914111,4.77,42.36397,-71.10712,2,$108
11127214,5.0,42.3632,-71.11198,2,$100
50783647,,42.36433,-71.11162,2,$49
50527276,4.78,42.3683,-71.10534,4,$105
52476267,5.0,42.36809,-71.10476,2,$102
14213983,4.73,42.36676,-71.11316,2,$135
1893287,4.91,42.36571,-71.1023,2,$145
13522694,4.96,42.36536,-71.10886,7,$250
52823649,,42.36847,-71.10605,2,$102
54051799,,42.36571,-71.1054,6,$175
19183167,4.83,42.36272,-71.10422,4,$242
21204503,4.96,42.36658,-71.11473,9,$395
51772909,4.89,42.36824,-71.10437,2,$102
48348843,5.0,42.36675,-71.10314,2,$140
48327218,5.0,42.36648,-71.10187,4,$130
20024644,4.87,42.3629,-71.10567,6,$275
8053796,,42.36401,-71.11553,2,$157
48926497,,42.36429,-71.1008,2,$158
35187780,,42.36555,-71.108,12,$250
52494735,,42.36581,-71.11227,2,$66
51819662,4.8,42.36814,-71.10415,3,$102
48340105,4.67,42.36667,-71.10296,4,$170
51055943,,42.36406,-71.11305,1,$53
4209359,4.94,42.3677,-71.10584,1,$150
52059544,,42.36838,-71.10262,2,$150
48328187,,42.3664,-71.10292,4,$124
22099694,4.91,42.36725,-71.1113,5,$399
20403672,4.83,42.3677,-71.10584,2,$225
15929332,4.93,42.36612,-71.1036,5,$285
18676360,4.96,42.36612,-71.10307,6,$350
46780054,4.93,42.36829,-71.10591,4,$295
29854517,,42.36652,-71.10181,1,$115
50913997,,42.36709,-71.10123,2,$120
19942644,4.88,42.36765,-71.1059,2,$99
44952411,4.89,42.3677,-71.10584,2,$205
20572514,4.88,42.3677,-71.10584,2,$205
20355928,4.9,42.367924,-71.105728,2,$250
11836087,4.89,42.3677,-71.10584,2,$225
45034782,5.0,42.3677,-71.10584,2,$205
51177877,,42.36495,-71.1143,8,$288
51178922,,42.36362,-71.11439,8,$288
40564625,,42.36493,-71.11236,8,$258
40565168,,42.36343,-71.11263,8,$258
52896046,5.0,42.36454,-71.10148,6,$172
14251369,4.72,42.36363,-71.1036,5,$225
39608947,4.5,42.364,-71.1018,8,$160
42946067,,42.36296,-71.1009,2,$201
4116478,4.64,42.36308,-71.10234,8,$350
46660533,,42.36277,-71.10097,4,$301
42089092,,42.36479,-71.10144,2,$218
46660507,,42.36283,-71.10114,2,$232
48926609,,42.36314,-71.10097,2,$196
45731971,,42.36469961735431,-71.08402001083158,3,$165
46602011,,42.36527,-71.08463,3,$165
30035967,4.93,42.36853,-71.08233,4,$185
15451457,4.37,42.36846,-71.08189,4,$80
21275668,4.97,42.37082,-71.08123,2,$184
45732017,,42.36281,-71.08434,3,$165
42357558,5.0,42.36754,-71.07835,5,$164
50631125,4.94,42.36972,-71.08997,5,$157
26634032,5.0,42.36969,-71.09314,4,$175
26740462,,42.3701,-71.08056,4,$135
45732245,,42.36458174037333,-71.08227336902313,5,$220
53981182,,42.36737,-71.0815,4,$100
30696841,4.15,42.36997,-71.08056,2,$48
52387922,,42.36837,-71.08961,2,$43
26502467,4.24,42.37177,-71.08999,2,$53
26857005,4.44,42.36961,-71.08436,6,$151
3247833,4.83,42.37032,-71.09317,5,$154
24751989,4.97,42.37417,-71.09767,2,$149
1141088,4.71,42.37324,-71.09635,4,$179
52389611,,42.36974,-71.08988,2,$43
33451422,4.86,42.37366,-71.09503,3,$189
10366230,4.54,42.36976,-71.09942,4,$160
37939414,4.85,42.37243,-71.08564,4,$180
3167866,4.82,42.36901,-71.08848,8,$159
4270619,4.79,42.36935,-71.09845,6,$264
51708846,,42.36976,-71.09993,2,$69
53657370,,42.370697,-71.09005,6,$258
53273944,,42.37364,-71.09452,4,$122
41605338,3.5,42.37267,-71.09794,2,$54
48088551,,42.37137,-71.08582,2,$85
49380273,4.96,42.37309,-71.09853,6,$276
45765398,,42.37277,-71.09463,4,$126
20504268,,42.37177,-71.09794,6,$275
20520318,4.8,42.37184,-71.09944,2,$165
21385410,4.72,42.37373,-71.09636,2,$60
52418778,,42.37161,-71.1001,12,$895
43971202,,42.373,-71.09933,2,$61
445407,4.95,42.37147,-71.08939,7,$300
21389613,4.6,42.37213,-71.08843,14,$540
32791973,,42.37236,-71.08974,8,$230
53001324,,42.37068,-71.0982,1,$40
10413061,4.57,42.36992,-71.09874,5,$229
15056521,4.95,42.37019,-71.09931,2,$155
2580942,4.9,42.3695,-71.09921,5,$250
6434394,4.34,42.36932,-71.09821,10,$213
50010619,,42.36902,-71.09657,2,$85
12683483,4.76,42.36916,-71.09664,6,$261
8758789,4.43,42.36868,-71.09875,8,$220
51708387,,42.37023,-71.1003,2,$95
51706704,,42.36992,-71.10018,2,$99
10355885,4.65,42.36876,-71.10023,6,$280
79762,4.86,42.3695,-71.09921,5,$250
13953617,4.68,42.37121,-71.09892,2,$80
5811422,4.42,42.37067,-71.09913,2,$70
45055192,,42.36898,-71.0971,2,$110
14592916,4.89,42.36953,-71.09969,3,$170
4455298,4.83,42.36896,-71.09846,6,$302
7774831,4.73,42.36898,-71.09753,1,$58
14727253,4.64,42.36924,-71.09905,1,$65
21885937,,42.37002,-71.0922,1,$56
8984099,,42.36919,-71.09788,2,$40
45518727,,42.37076,-71.09082,3,$100
1404377,4.91,42.36892,-71.08496,2,$140
52497750,,42.36906,-71.0816,1,$60
5206670,4.71,42.37099,-71.08981,2,$87
46414967,,42.36877,-71.08149,1,$79
39896724,4.94,42.37028,-71.08637,5,$307
3334098,4.92,42.36862,-71.08573,4,$295
9109000,,42.37008,-71.0883,2,$90
20928592,4.79,42.36956,-71.08385,6,$207
52419649,,42.36992,-71.08887,6,$283
52501886,,42.36966,-71.09047,6,$261
33374476,,42.37125,-71.08957,6,$210
54176102,,42.37128,-71.07926,3,$176
34507120,5.0,42.37059,-71.08098,1,$139
24914428,4.96,42.37389,-71.06223,4,$175
16843178,4.45,42.37091,-71.07837,2,$68
52853281,,42.37415,-71.07833,2,$210
16146887,4.87,42.37039,-71.08007,3,$149
41998167,5.0,42.36899,-71.07841,5,$300
7508244,,42.37191,-71.08014,1,$65
53525035,,42.37035,-71.07403,4,$223
52922003,,42.37069,-71.07416,4,$299
45155966,,42.37218,-71.07838,5,$229
675441,4.64,42.37103,-71.07557,2,$188
1544144,4.97,42.37243,-71.06349,5,$350
3749523,4.78,42.37358,-71.06309,7,$250
52028628,,42.37296,-71.07743,1,$167
48751068,,42.37283,-71.07772,1,$174
46328396,,42.37218,-71.07838,1,$168
51418630,,42.37165,-71.07749,3,$174
43943245,,42.37218,-71.07838,3,$197
45671969,,42.37218,-71.07838,1,$179
16842241,4.56,42.37258,-71.07988,2,$68
52896389,,42.37358,-71.07967,2,$188
53540787,,42.369823,-71.073128,4,$240
7490808,,42.37136,-71.08008,1,$65
42664410,5.0,42.37092,-71.07228,4,$488
20703145,5.0,42.37403,-71.06289,6,$750
43641443,,42.37218,-71.07838,1,$209
52028625,,42.37131,-71.07757,3,$174
45437112,,42.37218,-71.07838,1,$173
52697170,,42.37307,-71.07899,3,$174
50307330,,42.37119,-71.07873,1,$168
45155963,,42.37218,-71.07838,3,$175
52564040,,42.37184,-71.07961,2,$188
43641453,,42.37218,-71.07838,5,$283
51154191,4.69,42.36781,-71.05559,2,
46232976,,42.364479600214885,-71.06259837091027,0,
891661,4.69,42.3665,-71.05296,4,
53090937,5.0,42.375179,-71.048897,5,$130
43833357,4.97,42.37596,-71.05009,2,$240
36622810,4.91,42.3765,-71.05067,4,$262
48027808,4.96,42.3678,-71.05456,2,$119
48297633,4.96,42.36634,-71.05613,2,$129
47183492,4.94,42.36733,-71.05454,3,$150
20462256,4.45,42.367,-71.08019,4,$75
23841523,4.89,42.36563,-71.06834,3,$150
15512578,4.93,42.36672,-71.09938,2,$165
45234240,4.77,42.36334,-71.08849,2,$190
20419752,4.86,42.36565,-71.10005,5,$239
53169967,0.0,42.36431,-71.0826,2,$108
51332630,5.0,42.3669,-71.09308,2,$155
31153915,3.0,42.36293,-71.08872,4,$60
17811602,4.79,42.36755,-71.08525,4,$250
51799709,,42.36676,-71.09751,3,$350
30686042,4.56,42.36589,-71.09646,1,$43
44473794,,42.3644,-71.09606,1,$43
106474,4.82,42.36274,-71.09768,3,$218
15645066,4.55,42.36776,-71.08164,4,$60
8064408,4.67,42.36467,-71.08418,5,$182
10066362,5.0,42.36472,-71.0835,3,$182
1840256,4.68,42.36337,-71.08304,3,$293
39747612,,42.36475,-71.099945,2,$161
41871493,5.0,42.36295,-71.0887,2,$175
51422011,,42.36834,-71.09371,8,$310
4753390,4.79,42.36721,-71.0987,2,$162
8151702,4.75,42.36763,-71.09655,6,$261
32286134,4.98,42.36767,-71.09123,2,$198
15295354,,42.36483,-71.08247,3,$320
51482445,,42.3675,-71.0971,6,$250
6013381,4.0,42.36437,-71.0839,3,$182
8064641,5.0,42.36273,-71.08441,3,$182
4489577,,42.36476,-71.08308,3,$293
10068003,4.8,42.36275,-71.08394,5,$229
6397721,4.82,42.36469,-71.08332,3,$289
45732190,,42.36311,-71.08218,3,$170
3684345,4.73,42.36418,-71.08409,5,$356
10068121,4.57,42.36346,-71.08235,5,$261
11084684,4.91,42.36765,-71.09673,4,$198
1341022,4.93,42.36721,-71.0949,4,$134
5705842,4.83,42.36705,-71.0966,5,$260
8882029,,42.36826,-71.09596,2,$40
3966829,4.72,42.36636,-71.09965,4,$160
19847550,,42.36732,-71.09495,10,$800
42231352,,42.36843,-71.10063,3,$285
4954584,4.86,42.36715,-71.09655,6,$243
32324379,,42.366241,-71.084099,4,$351
46414649,,42.36826,-71.08187,1,$93
49793684,,42.36783,-71.08502,1,$93
46397159,,42.36831,-71.08157,1,$80
46660426,,42.36479,-71.10039,2,$151
39747422,,42.36475,-71.099945,4,$238
48926831,,42.36475,-71.099945,6,$312
47092360,,42.36356,-71.09942,2,$204
46660483,,42.36457,-71.0992,2,$225
47092403,,42.36306,-71.09942,4,$377
47092385,,42.36472,-71.09935,2,$243
46660463,,42.36492,-71.10005,2,$167
46660436,,42.36284,-71.09959,2,$167
30386484,,42.36348,-71.0889,2,$184
30390003,,42.36403,-71.08896,4,$267
49332762,,42.36467,-71.08429,2,$223
4437529,4.56,42.36366,-71.08329,5,$356
22339138,,42.36458,-71.08288,4,$356
15295997,4.67,42.36439,-71.08387,5,$429
15285943,,42.36281,-71.08431,3,$310
45732254,,42.36412,-71.08406,3,$175
30489683,,42.36378,-71.08692,2,$172
6949378,4.47,42.36389,-71.08235,5,$261
10068492,4.7,42.36286,-71.08288,5,$261
10068220,,42.36308,-71.08432,5,$261
6759024,5.0,42.36485,-71.08398,5,$261
3740822,4.73,42.36366,-71.08329,5,$337
2176599,4.67,42.36416,-71.08335,3,$293
4338244,,42.36297,-71.0817,3,$289
4437789,4.5,42.36315,-71.08408,3,$293
15369556,,42.36306,-71.08235,5,$410
22338629,,42.36447,-71.08224,4,$356
15295836,,42.36291,-71.08387,3,$310
18406874,,42.36448,-71.08389,5,$450
23128943,4.74,42.36642,-71.06646,1,
21701419,4.93,42.36441,-71.0686,1,
50724014,,42.36699,-71.07975,4,
44356157,,42.36364,-71.06227,2,
23761996,4.91,42.36456,-71.06923,5,
24865433,4.89,42.36556,-71.06973,5,
40919826,5.0,42.3646,-71.06347,3,
23287236,5.0,42.36534,-71.06733,4,
53383410,,42.36612,-71.06366,4,
40730006,4.0,42.36714,-71.06467,2,
14229298,,42.36406,-71.08123,3,
23912131,4.93,42.36393,-71.069,3,
27904192,5.0,42.36456,-71.06923,4,
40971703,,42.36567,-71.06435,4,
46395614,,42.36676,-71.08104,1,
39352154,,42.36379,-71.06396,2,
42915815,,42.36548,-71.06833,1,
4602191,4.71,42.36452,-71.06928,5,
23289684,4.89,42.36362,-71.07038,3,
24563107,4.89,42.3649,-71.06838,5,
53163388,,42.363116004786335,-71.06480231837045,3,
40919597,,42.3628,-71.06228,4,
23321493,5.0,42.36347,-71.0699,4,
53739617,,42.3671,-71.06256,4,
46384720,,42.36449,-71.06417,2,
53602315,,42.36562714947275,-71.06230174654327,2,
46397326,,42.36762,-71.07957,1,
39356181,,42.36376,-71.06355,2,
40729917,,42.36481,-71.06402,2,
45680039,,42.36481,-71.0664,2,
39456451,,42.36563,-71.06414,2,
46384876,,42.36559,-71.06233,2,
53102957,,42.364967,-71.068871,2,
42708208,,42.36374,-71.06243,2,
46601936,,42.36456,-71.06918,3,
16351037,4.86,42.36486,-71.06669,3,
31484506,,42.36516,-71.06621,2,
39352117,,42.36385,-71.06256,2,
53699018,,42.36339,-71.06898,2,
41788562,,42.3639,-71.06252,2,
39456394,,42.36379,-71.06249,2,
53102896,,42.364967,-71.068871,2,
46414504,,42.36665,-71.08014,1,
53699031,,42.364967,-71.068871,2,
39458704,,42.36395,-71.0642,2,
38915459,,42.36743,-71.0814,2,$230
39458299,,42.3659,-71.06408,2,$207
39461055,,42.36563,-71.06219,2,$207
46384781,,42.36512,-71.06422,2,
39461223,,42.36378,-71.06419,2,
32062716,,42.36534,-71.068,4,
39456474,,42.36433,-71.06221,2,
39456430,,42.36424,-71.06396,2,
46385048,,42.36417,-71.06219,2,
51329008,4.92,42.35493,-71.13795,2,$87
