ID,Average Rating,Latitude,Longitude,Person Capacity,Price
47296747,4.86,42.36187,-71.10282,2,$59
3474824,4.84,42.35879,-71.10877,2,$149
3774900,4.83,42.36024,-71.11398,4,$106
2538983,4.86,42.35704,-71.10909,4,$225
23102114,4.94,42.35777,-71.11307,2,$89
51417227,5.0,42.35281,-71.13735,2,$99
41379642,,42.35748,-71.11263,2,$120
36911216,4.91,42.35162,-71.1285,4,$146
1935343,4.77,42.35715,-71.11026,2,$145
15559436,4.91,42.3533,-71.12833,4,$99
16040760,4.84,42.35457,-71.13293,8,$248
49052551,4.67,42.35961,-71.1061,1,$49
21038943,4.75,42.3595,-71.12947,2,$82
14841218,5.0,42.36038,-71.10789,4,$197
52585555,4.89,42.35923,-71.12358,2,$127
51644354,,42.35887,-71.12972,1,$65
34212295,4.72,42.35929,-71.13114,2,$99
5967421,4.81,42.3605,-71.12633,2,$45
51324936,4.88,42.35305,-71.13796,2,$99
49138557,4.67,42.36144,-71.10735,2,$68
35547817,5.0,42.36004,-71.12818,1,$30
17810550,4.62,42.36082,-71.13654,4,$70
53906226,,42.35946,-71.13193,1,$38
33878316,4.7,42.36009,-71.1278,2,$79
50257144,,42.35972,-71.13077,1,$36
45354353,,42.35882,-71.12831,1,$70
52614016,4.8,42.36107,-71.12337,2,$117
5047340,4.92,42.35779,-71.13347,10,$368
52613030,5.0,42.36087,-71.12528,2,$124
21039322,4.4,42.35958,-71.13128,2,$82
27509899,4.11,42.35862,-71.13483,10,$330
50392617,,42.35809,-71.13342,1,$45
45354534,,42.35907,-71.1301,1,$70
51815560,,42.35792,-71.12909,1,$40
34212710,4.6,42.36112,-71.13064,2,$99
4526384,4.1,42.35984,-71.12873,6,$750
51816242,,42.35976,-71.12923,1,$40
52592312,,42.3588,-71.13074,1,$46
34212943,4.73,42.36013,-71.13264,2,$99
48120609,,42.35866,-71.13006,1,$70
50392987,,42.35867,-71.13233,1,$42
50573372,,42.35705,-71.12969,1,$70
51814341,,42.3598,-71.12962,1,$41
50258682,,42.35805,-71.13288,1,$46
1097262,4.74,42.35734,-71.10973,1,$95
2451591,4.74,42.36093,-71.10642,1,$129
219471,4.42,42.36146,-71.10616,2,$89
12306678,4.88,42.36026,-71.11455,2,$82
35060349,4.82,42.36137,-71.111,6,$225
1140201,4.69,42.35966,-71.10854,1,$95
49214672,,42.35945,-71.10787,2,$67
49073289,,42.36113,-71.10733,2,$48
14313342,4.87,42.36079,-71.10242,2,$179
16380128,4.88,42.35709,-71.1093,1,$95
45609348,5.0,42.35823,-71.11371,2,$50
46468535,,42.35863,-71.11172,1,$80
6473781,4.76,42.35983,-71.10667,8,$800
46007606,,42.35741,-71.10695,5,$290
48926618,,42.36263,-71.10075,2,$151
41056764,,42.36265,-71.102,2,$65
12985396,4.94,42.36079,-71.10242,4,$200
50042415,,42.3613,-71.10607,2,$83
49642098,,42.36126,-71.10753,2,$69
50073035,,42.35913,-71.10598,2,$67
13653574,4.89,42.35988,-71.10098,2,$179
45164940,,42.3593,-71.11183,2,$60
50331160,,42.36072,-71.10594,2,$68
24888768,4.72,42.35792,-71.10938,4,$230
46510612,,42.35844,-71.11153,1,$86
6432362,4.5,42.3585,-71.10652,6,$310
8988749,4.89,42.35844,-71.1092,1,$110
53804536,,42.35623,-71.13004,1,$40
52543532,,42.35141,-71.1285,1,$45
50365625,4.58,42.35659,-71.13767,7,$99
50677319,4.83,42.35646,-71.13646,6,$180
53043999,,42.35568,-71.13597,6,$99
8112652,4.67,42.3547,-71.13722,1,$38
14055624,,42.35655,-71.13828,1,$38
31593437,4.63,42.35177,-71.13338,2,$91
46358681,4.83,42.35554,-71.13806,8,$195
45354387,,42.35681,-71.12865,1,$70
35807024,,42.3527,-71.12302,3,$200
10123024,4.2,42.35128,-71.13059,2,$125
53805402,,42.35509,-71.13027,1,$35
52523580,,42.35124,-71.12701,1,$51
53805179,,42.35663,-71.13219,1,$37
53808080,,42.35667,-71.13063,1,$40
51129957,4.69,42.35675,-71.13642,8,$139
53807625,,42.3547,-71.13171,1,$37
53807942,,42.3549,-71.13024,1,$36
51017675,,42.35647,-71.13022,1,$35
52670569,,42.3514,-71.13082,1,$41
52873214,,42.35645,-71.13233,1,$62
53805991,,42.35494,-71.1322,1,$36
6179374,3.5,42.35483,-71.13694,1,$45
53805064,,42.35625,-71.13181,1,$37
52433474,,42.35468,-71.13097,1,$31
52433389,,42.35623,-71.13231,1,$33
51725116,,42.35632,-71.13183,1,$31
51739313,,42.35393,-71.13305,1,$43
51013737,,42.35462,-71.13012,1,$41
51723460,,42.35476,-71.13095,1,$50
51723791,,42.35474,-71.13228,1,$28
52434083,,42.35679,-71.13062,1,$38
51724155,,42.35447,-71.13047,1,$43
52523910,,42.35171,-71.12833,1,$55
51723159,,42.35601,-71.13299,1,$44
52546703,,42.35297,-71.12681,1,$58
46468877,,42.35649,-71.1121,1,$73
4841421,4.6,42.35679,-71.10917,7,$250
46468649,,42.3568,-71.11348,1,$80
46468362,,42.35673,-71.11183,1,$73
46510755,,42.35684,-71.11344,1,$86
16496836,4.64,42.3505,-71.12542,2,$58
50898660,4.98,42.34906,-71.09716,1,$108
1992020,4.95,42.35015,-71.12338,2,$75
54182456,,42.35032,-71.12029,2,$46
4909590,4.89,42.34838,-71.13163,2,$79
24337722,4.97,42.34727,-71.11837,2,$38
52234647,4.57,42.34689,-71.1033,2,$108
9813223,4.8,42.34908,-71.13251,1,$65
352585,4.99,42.34749,-71.12403,2,$95
14181217,5.0,42.35051,-71.12279,3,$300
50996124,4.55,42.35075,-71.13473,2,$39
42894122,4.81,42.34841,-71.10869,4,$161
21515080,4.67,42.34588,-71.1265,2,$100
52931139,,42.34802,-71.13558,1,$49
20745288,4.9,42.34573,-71.11783,3,$60
40752619,,42.3457,-71.13363,2,$60
25520363,4.65,42.34736,-71.13911,4,$171
39598660,4.87,42.34876,-71.1094,6,$174
20726246,4.66,42.34591,-71.10692,2,$76
21243460,4.74,42.34587,-71.12439,2,$100
20775116,4.96,42.34737,-71.1033,2,$175
7513906,4.73,42.36017,-71.06346,2,$102
44522245,4.87,42.35885,-71.06812,3,$225
11202183,4.84,42.35786,-71.06482,3,$167
15148487,4.92,42.3575,-71.07138,4,$177
48016221,4.46,42.35872,-71.06798,2,$109
35185474,5.0,42.35844,-71.06763,3,$214
4995033,4.95,42.36122,-71.06629,3,$126
37180881,4.9,42.35262,-71.08212,2,$175
49513299,4.6,42.35134,-71.06676,2,$124
53228705,4.5,42.36078,-71.0649,2,$99
20137476,4.78,42.35966,-71.06538,1,$80
48809197,4.82,42.35734,-71.06243,4,$159
48361088,4.33,42.35408,-71.06337,2,$79
52107205,4.62,42.35172,-71.06517,6,$140
53775865,4.67,42.35397,-71.06284,2,$102
50175808,4.82,42.36237,-71.09898,2,$115
7713815,4.61,42.36017,-71.06346,2,$102
539831331495773136,,42.359802212252895,-71.06789078309089,3,$155
49176957,4.71,42.35187,-71.07785,2,$109
49513112,4.43,42.35166,-71.06676,2,$126
48027607,4.55,42.35323,-71.0631,3,$120
48015810,4.28,42.35338,-71.0634,6,$140
53594289,,42.35132,-71.06519,3,$110
48026506,4.45,42.35342,-71.06379,4,$120
45676233,4.68,42.35513,-71.06242,4,$174
37630538,4.84,42.35462,-71.07637,4,$300
7527149,4.97,42.35623,-71.07023,7,$600
5709298,4.85,42.35984,-71.06914,4,$198
19307193,4.54,42.3593,-71.07004,2,$145
48026370,4.53,42.35366,-71.07815,2,$109
35161089,4.98,42.35784,-71.0712,3,$151
50247613,4.25,42.35154,-71.06516,3,$120
49194329,4.44,42.35873,-71.06551,2,$129
53785663,,42.35398,-71.06298,2,$82
18354570,4.83,42.35318,-71.07904,2,$151
46116706,4.71,42.36128,-71.08847,4,$229
50171781,4.21,42.36267,-71.09939,2,$114
7514336,4.44,42.36017,-71.06346,2,$102
48015886,4.44,42.35155,-71.06478,6,$140
51186336,4.62,42.35252,-71.0761,2,$109
50262708,4.58,42.35351,-71.07822,2,$110
50174682,4.6,42.35141,-71.06564,2,$132
37253472,4.54,42.36075,-71.06364,2,$142
46602128,,42.359,-71.09996,3,$165
33028188,,42.3619,-71.08857,2,$190
45732176,,42.36247,-71.08407,3,$160
30389924,,42.36212,-71.08883,2,$225
41830938,,42.3626,-71.08696,2,$154
51280325,,42.3581,-71.10006,6,$245
31273469,,42.35727,-71.0923,1,$67
10066136,4.75,42.36263,-71.08277,3,$182
52061257,,42.36261,-71.09976,1,$97
19581,4.29,42.36258,-71.09603,1,$171
27498,4.5,42.36254,-71.09698,2,$198
22353454,,42.36239,-71.08192,3,$179
1855969,4.94,42.36206,-71.08328,5,$356
2879039,4.79,42.3622,-71.08292,3,$293
30390533,,42.36194,-71.08902,2,$166
46602047,,42.35873,-71.10023,3,$165
41223077,,42.36203,-71.08878,2,$193
33183552,,42.36212,-71.08857,2,$213
30397057,,42.36188,-71.08836,2,$202
50171848,4.8,42.3626,-71.10036,4,$147
30389876,,42.36207,-71.08715,2,$228
33596731,,42.36243,-71.0867,2,$225
30389899,,42.36171,-71.08668,2,$184
33551653,,42.36192,-71.08721,2,$209
13683876,5.0,42.36231,-71.08293,3,$219
50173550,,42.36247,-71.10003,4,$568
22352805,,42.36251,-71.08327,3,$249
51143720,,42.3597,-71.06796,4,$130
8170181,4.75,42.36105,-71.06645,3,$90
48450883,4.96,42.35979,-71.07008,3,$225
13993185,4.87,42.35948,-71.06747,3,$100
16384,,42.35956,-71.0698,1,$50
7837202,4.69,42.36017,-71.06346,2,$102
18557609,4.76,42.35974,-71.06698,3,$153
19309434,4.73,42.35947,-71.07005,2,$131
3890373,4.9,42.35792,-71.06432,2,$137
47770530,4.93,42.35885,-71.07033,5,$375
51711675,,42.35871,-71.06831,2,$114
9133627,4.5,42.36017,-71.06346,2,$102
2754975,4.87,42.35902,-71.06296,4,$150
2126053,4.83,42.35771,-71.06978,2,$165
41360515,5.0,42.35803,-71.0711,3,$125
48001395,4.96,42.36078,-71.07208,7,$496
32764882,4.37,42.3607,-71.06916,6,$195
37152036,4.44,42.35867,-71.0651,2,$204
52593456,4.8,42.35808,-71.06379,2,$99
53665159,,42.3584,-71.0679,3,$103
31930647,4.86,42.35905,-71.06918,4,$169
38018931,4.66,42.36069,-71.06322,2,$190
31964808,4.0,42.36046,-71.06786,2,$159
27323777,4.74,42.35945,-71.06551,2,$180
31764931,4.71,42.35901,-71.06952,4,$378
31983770,4.78,42.3604,-71.069,5,$199
48980471,4.39,42.36032,-71.06516,2,$114
7635616,4.68,42.36017,-71.06346,2,$102
53482062,,42.35851,-71.06755,3,$103
31932336,4.73,42.35946,-71.07047,5,$199
49313516,,42.36049,-71.06857,3,$269
36558814,,42.36146,-71.07193,2,$499
24325336,4.75,42.36026,-71.07003,2,$106
23181189,4.64,42.3602,-71.064,1,$105
13188501,4.27,42.36104,-71.07129,2,$106
51092599,,42.36173,-71.06518,4,$106
50917545,,42.361,-71.06488,3,$109
32492523,4.64,42.35991,-71.06947,2,$159
35467463,5.0,42.35987,-71.06598,2,$120
46696466,,42.3613,-71.06357,4,$105
53394270,,42.359943,-71.063461,6,$950
31984461,4.71,42.35994,-71.07021,3,$385
7832890,4.63,42.36017,-71.06346,2,$128
4461613,4.68,42.36017,-71.06346,2,$103
7911936,4.56,42.36017,-71.06346,2,$102
7514024,4.54,42.36017,-71.06346,2,$102
20152689,4.74,42.36019,-71.064,1,$100
51084585,,42.36179,-71.06675,4,$105
4632511,4.5,42.35998,-71.06488,4,$305
51069709,,42.35994,-71.0651,6,$153
21006936,4.17,42.36101,-71.06874,4,$130
21445137,,42.36048,-71.06898,2,$100
45608676,4.33,42.36107,-71.06539,4,$120
51067847,,42.36049,-71.06481,5,$146
46697368,,42.36135,-71.06387,4,$103
8774600,4.73,42.36206,-71.06905,2,$99
31952528,4.68,42.36037,-71.0677,2,$199
7531700,4.71,42.36017,-71.06346,2,$127
7854872,4.56,42.36017,-71.06346,2,$102
8732121,4.73,42.36017,-71.06346,2,$102
7728499,4.62,42.36017,-71.06346,2,$127
41186382,,42.36145,-71.06411,1,$55
25382635,4.88,42.36223,-71.07031,2,$159
45609549,,42.36073,-71.06528,4,$120
39686073,,42.35847,-71.07298,2,$200
45539554,4.8,42.35712,-71.06232,8,$301
48206409,4.75,42.35865,-71.06245,3,$139
45542821,4.73,42.35735,-71.06222,8,$298
52253773,,42.359,-71.06649,4,$127
48423808,4.0,42.35854,-71.062851,4,$139
31933571,4.25,42.3585,-71.06742,5,$249
3520353,4.8,42.35884,-71.06332,2,$288
46915451,4.21,42.35942,-71.07142,5,$399
52883886,,42.35933,-71.06307,5,$310
49812643,,42.35827,-71.06892,3,$149
42195053,,42.35838,-71.06808,2,$154
14205208,0.0,42.35838,-71.06896,5,$225
16436951,5.0,42.35862,-71.06549,4,$145
49126810,,42.35856,-71.06836,3,$299
34936983,,42.35923,-71.06602,4,$90
43861872,,42.35893,-71.06908,2,$112
10730,4.79,42.35906,-71.06271,2,$95
8789,4.64,42.35867,-71.06307,2,$110
35481543,,42.35862,-71.0666,2,$143
42080145,,42.35914,-71.06648,2,$159
1303261,4.45,42.35714,-71.06968,2,$425
53126503,4.78,42.35181,-71.08683,2,$104
47426948,4.62,42.35153,-71.08175,4,$198
24168312,4.38,42.35136,-71.08851,4,$110
3302294,4.28,42.35311,-71.08213,2,$151
36423296,,42.35279,-71.08226,2,$132
15819226,4.7,42.35125,-71.08667,2,$350
49639865,,42.35155,-71.0839,2,$85
39604562,4.6,42.35202,-71.08289,4,$159
49641165,,42.35149,-71.08225,2,$95
44444878,5.0,42.3523,-71.08539,2,$125
21679902,4.5,42.35144,-71.08725,2,$116
44261204,,42.35155,-71.08738,2,$110
51234805,4.92,42.35087,-71.09642,1,$108
45860458,,42.35026,-71.08765,2,$125
53125815,4.67,42.34915,-71.09402,2,$105
53123543,4.5,42.34974,-71.08624,2,$134
48093039,4.61,42.34878,-71.09479,4,$183
49424441,4.66,42.35283,-71.06377,3,$90
49947843,4.63,42.35416,-71.07426,4,$213
52439990,4.86,42.35316,-71.08049,4,$199
48014877,4.54,42.35312,-71.06303,4,$90
48014985,4.49,42.35314,-71.063,5,$95
49567118,4.57,42.35136,-71.06308,4,$89
48014534,4.5,42.35168,-71.06503,2,$87
53801849,,42.35385,-71.06316,2,$85
48080557,4.59,42.35294,-71.06321,5,$114
48488417,4.73,42.35182,-71.06333,2,$87
53126029,,42.35188,-71.07609,2,$125
19097569,4.62,42.35203,-71.06288,3,$102
14603013,4.95,42.35415,-71.07659,2,$100
5690424,4.58,42.35668,-71.07185,7,$310
50262105,4.58,42.35312,-71.06342,3,$87
53862938,,42.3538,-71.08022,2,$138
19358947,4.81,42.35161,-71.06457,3,$99
33196946,4.43,42.35448,-71.06336,2,$104
53135802,4.8,42.35166,-71.06533,5,$130
48231177,4.48,42.35418,-71.06267,2,$102
16459191,4.9,42.35349,-71.07595,3,$257
53756536,,42.3513,-71.06332,4,$120
51595864,,42.35478,-71.06326,3,$95
49076821,4.43,42.35144,-71.0673,4,$149
19593368,4.27,42.35145,-71.06461,2,$152
53594439,,42.35266,-71.07559,4,$120
39820036,4.31,42.3514,-71.07212,2,$125
48530677,4.63,42.35318,-71.06346,3,$132
48027058,4.42,42.35208,-71.07825,2,$135
48883519,4.49,42.35131,-71.06531,2,$129
5903001,4.67,42.35147,-71.07835,2,$200
53136222,,42.35139,-71.0653,3,$120
51942873,,42.35684,-71.07311,1,$160
26418311,4.67,42.35042,-71.07174,1,$65
45349148,4.5,42.34935,-71.06535,4,$131
7474855,4.85,42.34982,-71.08264,2,$102
45349044,4.26,42.34887,-71.06596,2,$115
36269353,4.6,42.35561,-71.0627,2,$176
33196944,4.22,42.35409,-71.06271,3,$113
47775251,,42.35638,-71.07139,1,$81
46983441,4.89,42.35577,-71.06246,8,$298
47878202,,42.35604,-71.07123,1,$90
46575998,5.0,42.35481,-71.06329,2,$181
37718326,,42.35473,-71.0622,6,$300
37749165,,42.35535,-71.06257,6,$300
46576290,4.38,42.3545,-71.06313,2,$165
43673971,,42.35214,-71.07704,2,$150
29513275,,42.35198,-71.07777,2,$110
21444743,,42.35243,-71.07565,2,$179
47090495,4.5,42.35123,-71.06484,4,$120
53541620,,42.351185,-71.064018,2,$223
49610222,,42.35288,-71.06267,2,$130
11357756,4.02,42.35145,-71.06461,3,$150
24378766,4.75,42.35202,-71.06486,3,$139
53378837,,42.35296,-71.06342,5,$140
48026912,4.48,42.35129,-71.06364,6,$140
53471426,,42.351185,-71.064018,2,$203
42080174,,42.35142,-71.06516,2,$143
35682239,4.52,42.35144,-71.07072,3,$166
42080205,,42.35121,-71.06424,4,$225
41903226,,42.35178,-71.06325,2,$143
53150655,,42.35132,-71.06455,6,$140
48027391,4.23,42.35313,-71.06378,6,$140
53379263,,42.35136,-71.0635,3,$100
53238632,4.67,42.35135,-71.0645,5,$140
48015728,4.41,42.35276,-71.06342,4,$120
53428804,,42.35177,-71.06333,2,$223
53335582,,42.353,-71.06305,3,$130
48015562,3.67,42.35173,-71.06334,2,$100
36037475,4.27,42.34789,-71.07084,2,$82
34149872,4.45,42.34756,-71.0702,2,$92
49516205,4.63,42.35097,-71.06539,2,$121
33352471,4.66,42.3507,-71.07212,2,$166
32835033,4.31,42.35388,-71.06337,2,$136
46237380,4.75,42.35881,-71.05191,2,$138
53774907,,42.35526,-71.06112,2,$83
33352470,,42.35132,-71.0698,2,"$2,416"
36237250,4.7,42.34692,-71.07065,2,$119
53124097,4.8,42.34958,-71.08509,2,$124
53677607,,42.34898,-71.06901,3,$92
9959054,4.8,42.38159,-70.97398,1,$40
2676488,4.92,42.38114,-70.98906,2,$105
19727919,4.83,42.38138,-71.02312,2,$52
17974950,4.89,42.37642,-71.03784,2,$58
24944930,4.83,42.38136,-71.0231,1,$51
13174739,4.79,42.35871,-70.96951,1,$50
22327139,4.88,42.37855,-71.03157,2,$58
31539857,4.95,42.36028,-70.97402,2,$101
48788607,4.84,42.38274,-71.02198,2,$41
682093,4.98,42.38041,-70.99083,2,$89
53215621,4.85,42.36796,-71.03876,3,$107
53719658,4.67,42.36873,-71.02111,2,$69
38711425,4.96,42.37481,-70.99452,2,$88
53260512,4.22,42.3777,-71.0358,2,$61
5940866,4.9,42.37615,-71.03331,2,$75
51465308,4.92,42.37954,-71.03443,2,$48
26170365,4.95,42.3889,-71.04005,4,$78
46010654,4.03,42.3893,-71.0234,7,$160
18290558,4.88,42.3748,-71.03803,2,$58
22327141,4.89,42.37874,-71.03119,2,$58
38704961,4.92,42.37651,-70.99378,2,$84
916123,4.44,42.36541,-71.05404,2,$124
51811784,5.0,42.3796,-71.03436,2,$57
48748798,4.71,42.37721,-71.03767,6,$129
53358922,4.67,42.3764,-71.03553,2,$53
50197218,4.95,42.37533,-71.03139,2,$110
36766327,4.87,42.36775,-71.03712,4,$135
52113324,,42.367977,-71.034431,6,$159
26828892,4.8,42.38137,-71.02311,3,$52
48103324,4.7,42.35693,-71.0539,4,$196
40289328,4.69,42.39087,-71.02751,6,$123
18342707,4.93,42.37612,-71.03807,2,$58
29134558,4.91,42.38237,-71.02006,2,$41
22099733,4.89,42.38041,-71.03189,2,$58
26360101,4.93,42.3896,-70.99781,2,$75
24066347,4.88,42.37038,-70.98926,6,$162
45539765,4.73,42.35727,-71.06153,4,$166
35641145,4.81,42.37216,-70.98938,2,$85
50393798,4.7,42.38042,-71.03111,4,$80
13393418,4.72,42.37611,-71.03578,2,$135
24597806,4.87,42.39341,-71.02807,4,$130
43324416,4.78,42.3914,-71.0377,4,$110
51072005,4.74,42.38127,-71.0208,4,$105
53862432,,42.39121,-71.03787,2,$120
45501019,4.95,42.37714,-71.03994,4,$135
54246287,,42.38167565563506,-71.02061677233901,8,$99
47781186,4.87,42.38331,-71.01683,4,$144
15405175,4.93,42.37925,-71.03054,3,$155
48300526,4.88,42.3817,-71.02172,2,$37
28782447,4.89,42.39448,-71.02792,4,$100
39597840,4.83,42.38944,-71.0365,4,$116
44571148,4.83,42.39108,-71.03572,3,$115
49486870,4.5,42.388077,-71.029999,6,$190
43323944,,42.39155,-71.03563,5,$145
21554511,4.53,42.38092,-71.01904,6,$149
29261726,4.81,42.37676,-71.03889,2,$98
35836205,4.88,42.38586,-71.01381,3,$149
22327142,4.86,42.38038,-71.02937,2,$58
18342681,4.87,42.37441,-71.03809,2,$58
34242176,,42.38143,-71.02315,2,$51
41426411,4.82,42.39102,-71.03593,4,$123
28331212,4.88,42.39487,-71.02998,4,$150
48300372,4.91,42.38164,-71.02169,2,$45
32568143,4.88,42.39491,-71.02999,5,$150
39596045,4.5,42.39163,-71.0365,7,$135
26751431,4.77,42.39647,-71.02928,3,$75
52854802,,42.39239,-71.03392,6,$239
52483872,,42.38603,-71.04362,7,$145
34308071,4.33,42.39502,-71.02977,4,$160
49483873,,42.39351,-71.04782,2,$94
49482783,,42.39148,-71.04763,2,$94
41426385,4.78,42.38946,-71.0373,4,$120
46601216,4.5,42.38963,-71.03613,2,$115
37956637,4.67,42.39475,-71.02925,4,$150
52945918,,42.39113,-71.03443,6,$250
8757949,4.61,42.39577,-71.02838,2,$90
52945962,,42.39071,-71.03551,6,$250
22697461,4.56,42.39293,-71.03008,6,$200
48059995,4.55,42.38808,-71.03,6,$199
38207911,,42.39333,-71.02749,2,$65
39974834,4.82,42.39006,-71.03406,10,$172
4120067,4.13,42.38834,-71.03079,1,$30
53801982,,42.39289,-71.02951,4,$251
27608401,4.44,42.38923,-71.04144,2,$500
17153067,4.86,42.39502,-71.03089,2,$99
44571684,,42.38928,-71.03645,2,$109
53433778,,42.39134,-71.03583,2,$114
27755993,4.83,42.3934,-71.02809,4,$125
10884795,,42.38838,-71.02862,1,$30
41568913,,42.39004,-71.02891,1,$29
21325915,,42.39583,-71.03309,1,$70
7730032,4.81,42.39683,-71.03082,3,$110
8534999,4.77,42.39669,-71.0316,6,$150
13839065,4.79,42.39547,-71.03272,6,$175
51992835,5.0,42.39943,-71.03845,3,$102
40057225,4.74,42.40193,-71.03317,7,$126
33473634,4.66,42.40201,-71.03956,2,$63
24247770,4.74,42.40219,-71.03638,2,$64
25301842,4.92,42.40185,-71.01734,1,$40
9282334,4.85,42.40188,-71.01733,2,$46
47292697,4.43,42.40201,-71.017,5,$103
49791733,4.19,42.40264,-71.01909,5,$100
54151303,,42.402719470848886,-71.01702563135444,7,$199
42193569,4.75,42.40294,-71.03524,6,$95
7764580,,42.38971,-71.02435,2,$114
7764732,,42.39102,-71.02445,2,$150
46527628,,42.39279,-71.00061,2,$73
52164968,5.0,42.39228,-71.00676,2,$123
38647730,4.81,42.38765,-71.00208,1,$90
18624667,4.87,42.39573,-70.98539,2,$150
33446838,,42.39072,-71.00456,1,$100
53125551,,42.38614,-71.00866,4,$155
36269383,4.9,42.3884,-71.00456,5,$200
3965313,4.38,42.38679,-71.00271,4,$42
23258400,,42.38856,-71.00168,1,$50
14363983,4.41,42.3963,-70.9868,6,$145
4315428,,42.38903,-71.00251,2,$100
41810583,4.67,42.39027,-71.0092,6,$199
28915006,4.93,42.38793,-71.00376,2,$110
7483231,4.33,42.39119,-71.02346,2,$150
4315439,4.4,42.38829,-71.00437,1,$80
19209066,,42.38832,-71.00145,1,$50
53473444,,42.37927,-71.03825,1,$45
5806428,4.68,42.37939,-71.02961,2,$125
15281436,4.52,42.37814,-71.03272,4,$92
53893204,,42.3798,-71.03361,2,$42
35027638,4.94,42.37669,-71.03062,2,$175
23948295,4.17,42.37856,-71.02689,3,$94
48748471,4.65,42.37835,-71.02964,5,$85
50479610,4.0,42.379,-71.03473,4,$150
39035114,4.43,42.38075,-71.03001,6,$192
44135040,5.0,42.37669,-71.04971,6,$320
48824500,,42.37625,-71.03977,2,$85
9382898,4.72,42.38074,-71.03767,2,$70
49425157,4.64,42.3792,-71.03856,6,$210
53542438,,42.38027,-71.02702,6,$130
45502853,4.89,42.37696,-71.05042,2,$240
19149341,4.79,42.37579,-71.04981,6,$200
4614037,4.81,42.378693,-71.035088,8,$175
52737387,,42.37703,-71.03175,7,$196
22940115,4.82,42.38456,-71.03608,2,$98
28863227,4.49,42.3758,-71.03436,5,$175
49091875,3.67,42.37676,-71.03074,6,$96
53542785,,42.38186,-71.02883,4,$120
47353361,,42.37473,-71.06101,4,$185
25933888,4.86,42.378841,-71.034821,10,$229
36370563,4.81,42.37482,-71.05098,4,$180
14918032,4.76,42.37577,-71.03156,8,$279
34516136,4.05,42.38011,-71.03409,2,$99
611081,4.73,42.37579,-71.04981,6,$200
16156516,4.67,42.37577,-71.04903,6,$200
18498138,4.87,42.37564,-71.04913,3,$179
44203028,,42.37482,-71.05763,6,$950
47873448,4.96,42.37877,-71.0311,6,$300
19199379,4.86,42.3798,-71.0347,10,$223
48300619,4.81,42.37962,-71.02314,2,$41
39788966,4.96,42.38483,-71.01962,6,$200
10859284,4.96,42.37486,-70.99143,2,$80
53589710,,42.38434,-71.00893,4,$155
20567623,3.83,42.37713,-70.98571,3,$140
42265717,,42.38362,-70.99424,5,$140
47953387,,42.38261,-71.02243,4,$204
22291813,4.57,42.37991,-71.02148,8,$229
12973092,4.67,42.38159,-70.97398,2,$45
21184478,4.82,42.39646,-70.98338,5,$70
22892915,4.97,42.38503,-70.97249,2,$199
25584773,4.95,42.37898,-70.97429,2,$67
49176440,5.0,42.38768,-70.97625,2,$100
18737444,4.96,42.38752,-70.9716,2,$126
53004524,4.83,42.39549,-70.98288,4,$194
12985355,4.96,42.39565,-70.98452,5,$149
19855776,4.24,42.39543,-70.98437,4,$115
25212912,4.83,42.3797,-70.98025,1,$80
27982545,4.88,42.38262,-70.97317,3,$254
16162779,,42.39008,-70.97409,2,$185
40078280,5.0,42.38196,-70.97593,6,$429
21124700,5.0,42.37665,-70.98095,5,$221
48057028,4.75,42.381,-70.9793,3,$220
38872449,5.0,42.39394,-70.98264,5,$350
42759870,4.0,42.37534,-70.98498,3,$130
24242633,4.93,42.39125,-70.9847,8,$360
12989723,4.77,42.38053,-70.97453,2,$50
50102418,4.4,42.3959,-70.98418,4,$145
47763920,4.95,42.38858,-70.97684,5,$199
25328440,4.75,42.36805,-71.03759,2,$63
48601455,4.65,42.35875,-71.05361,2,$122
10132073,4.89,42.37126,-71.03893,2,$145
49131355,4.26,42.37363,-71.03121,3,$85
15018607,4.79,42.36848,-71.03665,4,$120
25770647,4.98,42.35529,-71.06087,4,$190
50194533,4.82,42.35397,-71.05949,2,$108
46231756,4.61,42.36847,-71.03898,4,$109
47374978,4.77,42.35596,-71.05992,2,$103
53899025,,42.36661510021451,-71.03783796476172,5,$178
27203329,4.75,42.36908,-71.03937,2,$64
53212625,4.8,42.36706,-71.03652,3,$88
48439840,4.66,42.35893,-71.05395,2,$122
51284572,4.77,42.35395,-71.05996,2,$113
47384387,4.7,42.35582,-71.05796,2,$117
47374576,4.73,42.35522,-71.05798,2,$115
51747209,4.43,42.35822,-71.05518,2,$121
23252361,4.97,42.36551,-71.05513,4,$325
52637370,,42.36841,-71.05425,2,$279
8227206,4.87,42.36459,-71.05627,2,$196
4580825,4.62,42.36329,-71.05233,2,$153
46983650,4.66,42.35713,-71.06073,8,$358
46005070,4.37,42.36615,-71.03953,3,$132
47408174,4.83,42.35397,-71.05805,2,$115
45502178,4.77,42.35562,-71.06056,6,$247
19310183,4.86,42.36645,-71.0298,6,$150
50193759,4.63,42.36484,-71.05333,4,$178
25326962,4.69,42.36779,-71.03897,2,$64
50173631,4.4,42.35874,-71.0532,2,$122
48000570,4.64,42.35406,-71.05973,2,$132
48000343,4.52,42.35593,-71.05837,2,$115
51434034,4.94,42.36786,-71.05389,2,$122
47384885,4.64,42.35569,-71.06002,2,$127
46006469,4.83,42.3668,-71.04085,3,$123
